description,vch_type,proposed_family,proposed_canonical_id,transaction_support,dominant_source_category_id,distinct_source_category_ids,source_category_purity,review_status,approved,evidence_note,risk_level,possible_synonym,synonym_review_note
bike fuel,Expense,Fuel,2002,128,14,14,0.4922,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
parking,Expense,Transport,2003,127,14,30,0.2362,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
salary,Income,Income,2008,120,1,12,0.5833,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
pizza,Expense,Dining,2001,117,6,17,0.4274,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
vegetables,Expense,Groceries,2009,112,5,21,0.3125,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,sabzi,Possible multilingual/synonym case. Review before approval.
sabzi,Expense,Groceries,2009,107,5,21,0.2897,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,vegetables,Possible multilingual/synonym case. Review before approval.
biryani,Expense,Dining,2001,106,6,24,0.3396,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
electricity bill,Expense,Utilities,2004,105,8,20,0.419,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
kfc,Expense,Dining,2001,103,601,14,0.5146,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
cng,Expense,Fuel,2002,95,14,11,0.4421,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
dahi,Expense,Groceries,2009,93,5,21,0.3441,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,yogurt,Possible multilingual/synonym case. Review before approval.
uber,Expense,Transport,2003,89,14,22,0.382,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
bike petrol,Expense,Fuel,2002,88,14,17,0.5227,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
office lunch,Expense,Dining,2001,79,6,7,0.3671,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
gas bill,Expense,Utilities,2004,76,8,16,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
ptcl,Expense,Utilities,2004,74,5,9,0.3514,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
grocery,Expense,Groceries,2009,63,603,19,0.3016,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
food,Expense,Dining,2001,60,6,16,0.2333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
burger,Expense,Dining,2001,57,6,14,0.4211,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
car petrol,Expense,Fuel,2002,56,14,11,0.3393,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
car fuel,Expense,Fuel,2002,55,606,12,0.4182,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
toll tax,Expense,Transport,2003,54,14,12,0.3704,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
shoes,Expense,Shopping,2006,54,7,16,0.2407,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
groceries,Expense,Groceries,2009,52,5,9,0.7308,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
cable,Expense,Utilities,2004,51,5,10,0.5882,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
mcdonald s,Expense,Dining,2001,51,601,5,0.4706,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
vegetable,Expense,Groceries,2009,50,5,13,0.48,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
toll,Expense,Transport,2003,49,14,12,0.3469,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
medicines,Expense,Healthcare,2005,44,9,12,0.4318,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
ptcl bill,Expense,Utilities,2004,43,607,11,0.3953,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
june salary,Income,Income,2008,40,1,4,0.625,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
electricity,Expense,Utilities,2004,40,8,9,0.475,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
water bill,Expense,Utilities,2004,36,8,11,0.3889,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
salary june,Income,Income,2008,32,1,6,0.5625,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
egg,Expense,Groceries,2009,30,603,6,0.4667,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
taxi,Expense,Transport,2003,30,602,10,0.4667,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
clothes,Expense,Shopping,2006,29,5,16,0.2069,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
doodh,Expense,Groceries,2009,23,6,7,0.3478,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,milk,Possible multilingual/synonym case. Review before approval.
cash deposit,Income,Income,2008,22,503,4,0.6364,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
cable bill,Expense,Utilities,2004,21,8,11,0.3333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk bill,Expense,Groceries,2009,21,603,11,0.2381,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in office,Expense,Dining,2001,20,6,5,0.7,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
careem to office,Expense,Transport,2003,20,29,5,0.6,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
doctor,Expense,Healthcare,2005,19,5,5,0.7368,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
monthly grocery,Expense,Groceries,2009,18,5,5,0.4444,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch at office,Expense,Dining,2001,18,6,6,0.3889,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
careem to home,Expense,Transport,2003,17,29,3,0.6471,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
fuel in car,Expense,Fuel,2002,17,14,6,0.5294,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
1 kg milk,Expense,Groceries,2009,17,13,2,0.5294,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
pizza hut,Expense,Dining,2001,16,6,4,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
rickshaw,Expense,Transport,2003,16,14,7,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
dry fruits,Expense,Groceries,2009,16,603,9,0.375,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
ammi medicine,Expense,Healthcare,2005,16,9,8,0.3125,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
shopping,Expense,Shopping,2006,16,625,7,0.3125,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
daraz,Expense,Shopping,2006,16,617,10,0.25,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
food panda,Expense,Dining,2001,15,6,3,0.7333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
ofc lunch,Expense,Dining,2001,15,6,3,0.7333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk shake,Expense,Groceries,2009,15,6,6,0.4,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch office,Expense,Dining,2001,14,6,3,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
petrol in bike,Expense,Fuel,2002,14,34,4,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
bread and eggs,Expense,Groceries,2009,14,603,5,0.4286,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
salary for june,Income,Income,2008,14,1,5,0.4286,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
medical,Expense,Healthcare,2005,14,9,9,0.2857,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
activa petrol,Expense,Fuel,2002,13,14,3,0.6154,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
misc grocery,Expense,Groceries,2009,12,26,2,0.5833,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
fuel in bike,Expense,Fuel,2002,12,14,3,0.5,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk bread,Expense,Groceries,2009,12,5,8,0.3333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
bike parking,Expense,Transport,2003,12,14,7,0.3333,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
parking fee,Expense,Transport,2003,12,19,9,0.25,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk pack,Expense,Groceries,2009,11,5,5,0.4545,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
toll plaza,Expense,Transport,2003,11,604,5,0.4545,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
dry fruit,Expense,Groceries,2009,11,601,6,0.3636,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
bread eggs,Expense,Groceries,2009,11,601,6,0.2727,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
broadway pizza,Expense,Dining,2001,10,6,2,0.7,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
fruits and vegetables,Expense,Groceries,2009,10,5,3,0.6,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
monthly salary,Income,Income,2008,10,1,3,0.6,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
fruits etc,Expense,Groceries,2009,10,603,5,0.4,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk eggs,Expense,Groceries,2009,10,603,4,0.4,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
tv cable,Expense,Utilities,2004,10,8,6,0.3,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
dinner at home,Expense,Dining,2001,9,600,3,0.7778,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
salary for the month of june,Income,Income,2008,9,1,4,0.6667,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
fuel bike,Expense,Fuel,2002,9,14,4,0.5556,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
zinger burger,Expense,Dining,2001,9,6,5,0.4444,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
milk and bread,Expense,Groceries,2009,9,17,3,0.4444,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
ami medicine,Expense,Healthcare,2005,9,608,4,0.4444,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
